no_mbtree,no_asm,no_cabac,no_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-
0,1,0,0,0.7,17,0.4,17,3,167,34,86,334,23.3,34,836,0.7,49.522
0,1,0,0,0.7,17,0.4,17,3,167,34,43,334,36.6,34,418,0.7,37.44
0,1,0,0,0.7,17,0.4,17,3,167,34,43,334,23.3,34,836,0.7,49.522
0,1,0,0,0.7,17,0.4,17,3,167,34,86,334,23.3,34,418,0.7,45.82
0,1,0,0,0.7,9,0.4,17,3,167,34,43,667,23.3,67,418,0.7,45.925
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,36.6,67,836,0.7,39.427
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,36.6,67,418,0.7,37.411
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,36.6,67,836,0.7,39.427
0,1,0,0,0.7,9,0.4,17,3,167,34,43,667,36.6,67,418,0.7,37.436
0,1,0,0,0.7,9,0.4,17,3,167,34,86,667,23.3,67,836,0.7,49.787
0,1,0,0,0.7,9,0.4,17,3,167,34,86,667,23.3,67,418,0.7,45.924
0,1,0,0,0.7,9,0.4,17,3,167,34,43,667,23.3,67,836,0.7,49.787
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,23.3,67,418,0.7,45.913
0,1,0,0,0.7,9,0.4,17,3,167,34,86,667,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,17,3,167,34,86,667,36.6,34,418,0.7,37.41
0,1,0,0,0.7,9,0.4,17,3,167,34,43,667,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,36.6,67,418,0.7,37.411
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,23.3,67,836,0.7,49.778
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,23.3,67,418,0.7,45.912
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,23.3,67,836,0.7,49.778
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,36.6,34,836,0.7,38.635
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,36.6,67,836,0.7,38.865
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,36.6,34,418,0.7,37.251
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,36.6,67,418,0.7,37.181
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,36.6,34,836,0.7,38.635
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,36.6,67,836,0.7,38.865
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,23.3,34,418,0.7,45.945
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,23.3,67,418,0.7,45.923
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,23.3,34,836,0.7,49.965
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,23.3,67,836,0.7,49.827
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,23.3,34,418,0.7,45.945
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,23.3,67,418,0.7,45.923
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,23.3,34,836,0.7,49.965
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,23.3,67,836,0.7,49.827
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,36.6,34,418,0.7,37.2
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,36.6,67,418,0.7,37.172
0,1,0,0,0.7,17,0.4,17,3,167,34,43,667,36.6,67,836,0.7,39.536
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,36.6,34,836,0.7,38.631
0,1,0,0,0.7,17,0.4,17,3,167,34,86,667,36.6,67,418,0.7,37.438
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,36.6,34,418,0.7,37.2
0,1,0,0,0.7,17,0.4,17,3,167,34,86,667,36.6,67,836,0.7,39.536
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,36.6,34,836,0.7,38.631
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,23.3,34,418,0.7,45.932
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,23.3,67,418,0.7,45.917
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,23.3,34,836,0.7,49.965
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,23.3,67,836,0.7,49.829
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,23.3,34,418,0.7,45.932
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,23.3,67,418,0.7,45.917
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,23.3,34,836,0.7,49.965
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,334,23.3,67,836,0.7,49.829
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,36.6,34,418,0.7,37.251
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,334,36.6,67,418,0.7,37.181
0,1,0,0,0.7,17,0.4,17,3,167,34,86,334,36.6,67,418,0.7,37.426
0,1,0,0,0.7,17,0.4,17,3,167,34,43,334,36.6,67,836,0.7,39.541
0,1,0,0,0.7,17,0.4,17,3,167,34,43,667,23.3,67,418,0.7,45.808
0,1,0,0,0.7,17,0.4,17,3,167,34,86,334,36.6,67,836,0.7,39.541
0,1,0,0,0.7,17,0.4,17,3,167,34,86,667,23.3,67,418,0.7,45.807
0,1,0,0,0.7,17,0.4,17,3,167,34,43,667,23.3,67,836,0.7,49.418
0,1,0,0,0.7,17,0.4,17,3,167,34,43,667,36.6,67,418,0.7,37.451
0,1,0,0,0.7,17,0.4,17,3,167,34,86,667,23.3,67,836,0.7,49.418
0,1,0,0,0.7,17,0.4,17,3,167,34,86,667,36.6,34,418,0.7,37.404
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,36.6,67,418,0.7,37.172
0,1,0,0,0.7,17,0.4,17,3,167,34,43,667,36.6,34,836,0.7,39.691
0,1,0,0,0.7,9,0.4,17,6,167,-33,43,667,36.6,67,836,0.7,38.864
0,1,0,0,0.7,17,0.4,17,3,167,34,43,334,23.3,67,418,0.7,45.805
0,1,0,0,0.7,17,0.4,17,3,167,34,86,667,36.6,34,836,0.7,39.691
0,1,0,0,0.7,9,0.4,17,6,167,-33,86,667,36.6,67,836,0.7,38.864
0,1,0,0,0.7,17,0.4,17,3,167,34,86,334,23.3,67,418,0.7,45.803
0,1,0,0,0.7,17,0.4,17,3,167,34,43,334,23.3,67,836,0.7,49.426
0,1,0,0,0.7,17,0.4,17,3,167,34,43,334,36.6,67,418,0.7,37.426
0,1,0,0,0.7,17,0.4,17,3,167,34,86,334,23.3,67,836,0.7,49.426
0,1,0,0,0.7,9,0.4,17,3,167,34,43,667,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,17,3,167,34,86,667,23.3,34,418,0.7,45.94
0,1,0,0,0.7,9,0.4,17,3,167,34,86,667,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,17,3,167,34,43,667,36.6,34,418,0.7,37.369
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,36.6,34,418,0.7,37.442
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,17,3,167,34,43,667,23.3,34,418,0.7,45.945
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,23.3,34,418,0.7,45.934
0,1,0,0,0.7,9,0.4,17,3,167,34,86,334,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,36.6,34,418,0.7,37.403
0,1,0,0,0.7,17,0.4,17,3,167,-33,43,667,36.6,67,836,0.7,38.515
0,1,0,0,0.7,17,0.4,17,3,167,-33,86,667,36.6,67,418,0.7,37.165
0,1,0,0,0.7,17,0.4,17,3,167,-33,86,667,36.6,67,836,0.7,38.515
0,1,0,0,0.7,9,0.4,17,3,167,34,43,334,23.3,34,418,0.7,45.94
0,1,0,0,0.7,17,0.4,17,3,167,-33,43,667,36.6,67,418,0.7,37.165
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,36.6,67,836,0.7,38.885
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,23.3,67,418,0.7,45.914
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,36.6,67,836,0.7,38.885
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,36.6,67,418,0.7,37.185
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,23.3,67,836,0.7,49.784
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,36.6,67,418,0.7,37.18
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,23.3,67,836,0.7,49.784
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,23.3,67,418,0.7,45.914
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,36.6,34,836,0.7,38.646
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,23.3,67,418,0.7,45.908
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,36.6,34,836,0.7,38.646
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,36.6,34,418,0.7,37.208
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,23.3,67,836,0.7,49.785
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,36.6,67,418,0.7,37.185
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,23.3,67,836,0.7,49.785
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,23.3,67,418,0.7,45.908
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,23.3,34,418,0.7,45.929
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,36.6,34,836,0.7,39.686
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,36.6,34,418,0.7,37.465
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,36.6,34,836,0.7,39.686
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,36.6,34,418,0.7,37.442
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,23.3,34,836,0.7,49.927
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,23.3,34,418,0.7,45.931
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,23.3,34,836,0.7,49.927
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,23.3,34,418,0.7,45.923
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,36.6,67,836,0.7,38.884
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,36.6,67,418,0.7,37.18
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,36.6,67,836,0.7,38.884
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,36.6,34,418,0.7,37.465
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,23.3,34,836,0.7,49.927
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,23.3,34,418,0.7,45.925
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,23.3,34,836,0.7,49.927
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,36.6,34,418,0.7,37.251
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,36.6,34,836,0.7,38.648
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,23.3,34,418,0.7,45.937
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,36.6,34,836,0.7,38.648
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,23.3,34,418,0.7,45.937
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,23.3,34,836,0.7,49.918
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,667,36.6,34,418,0.7,37.208
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,667,23.3,34,836,0.7,49.918
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,23.3,34,418,0.7,45.932
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,23.3,34,418,0.7,45.932
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,23.3,34,836,0.7,49.919
0,1,0,0,0.7,17,0.4,17,6,167,-33,43,334,36.6,34,418,0.7,37.251
0,1,0,0,0.7,17,0.4,17,6,167,-33,86,334,23.3,34,836,0.7,49.919
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,23.3,67,836,0.7,49.441
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,36.6,67,418,0.7,37.495
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,23.3,67,836,0.7,49.441
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,23.3,67,418,0.7,45.806
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,36.6,67,836,0.7,39.599
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,23.3,67,418,0.7,45.804
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,36.6,67,836,0.7,39.599
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,36.6,67,418,0.7,37.481
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,23.3,67,836,0.7,49.45
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,36.6,67,418,0.7,37.466
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,23.3,67,836,0.7,49.45
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,23.3,67,418,0.7,45.797
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,36.6,34,836,0.7,39.638
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,23.3,67,418,0.7,45.795
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,36.6,34,836,0.7,39.638
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,36.6,34,418,0.7,37.407
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,23.3,34,836,0.7,49.868
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,23.3,34,418,0.7,45.936
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,23.3,34,836,0.7,49.868
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,23.3,34,418,0.7,45.936
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,36.6,67,836,0.7,39.592
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,36.6,67,418,0.7,37.495
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,36.6,67,836,0.7,39.592
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,23.3,67,836,0.7,49.822
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,23.3,67,418,0.7,45.917
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,23.3,67,836,0.7,49.822
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,36.6,67,418,0.7,37.525
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,36.6,67,836,0.7,39.419
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,36.6,67,418,0.7,37.446
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,36.6,67,836,0.7,39.419
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,23.3,67,418,0.7,45.918
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,23.3,67,836,0.7,49.812
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,23.3,67,418,0.7,45.902
0,1,0,0,0.7,9,0.4,17,6,167,34,86,334,23.3,67,836,0.7,49.812
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,36.6,67,418,0.7,37.447
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,36.6,34,836,0.7,39.686
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,36.6,34,418,0.7,37.442
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,36.6,34,836,0.7,39.686
0,1,0,0,0.7,9,0.4,17,6,167,34,43,334,23.3,67,418,0.7,45.902
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,23.3,34,418,0.7,45.818
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,23.3,34,836,0.7,49.534
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,36.6,34,418,0.7,37.409
0,1,0,0,0.7,17,0.4,17,6,167,34,86,667,23.3,34,836,0.7,49.534
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,36.6,34,418,0.7,37.439
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,36.6,34,836,0.7,39.638
0,1,0,0,0.7,17,0.4,17,6,167,34,43,667,23.3,34,418,0.7,45.818
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,36.6,34,836,0.7,39.638
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,23.3,34,418,0.7,45.816
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,23.3,34,836,0.7,49.534
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,36.6,34,418,0.7,37.444
0,1,0,0,0.7,17,0.4,17,6,167,34,86,334,23.3,34,836,0.7,49.534
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,36.6,67,418,0.7,37.525
0,1,0,0,0.7,9,0.4,17,6,167,34,43,667,36.6,67,836,0.7,39.55
0,1,0,0,0.7,17,0.4,17,6,167,34,43,334,23.3,34,418,0.7,45.815
0,1,0,0,0.7,9,0.4,17,6,167,34,86,667,36.6,67,836,0.7,39.55
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,23.3,67,418,0.7,45.901
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,36.6,34,836,0.7,38.611
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,36.6,34,418,0.7,37.069
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,36.6,34,836,0.7,38.611
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,36.6,67,418,0.7,37.116
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,23.3,67,836,0.7,49.77
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,23.3,67,418,0.7,45.901
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,23.3,67,836,0.7,49.77
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,23.3,67,418,0.7,45.915
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,36.6,67,836,0.7,38.517
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,36.6,67,418,0.7,37.116
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,36.6,67,836,0.7,38.517
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,36.6,67,418,0.7,37.165
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,23.3,67,836,0.7,49.769
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,23.3,67,418,0.7,45.915
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,23.3,67,836,0.7,49.769
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,36.6,67,836,0.7,38.515
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,23.3,34,418,0.7,45.94
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,36.6,67,836,0.7,38.515
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,36.6,67,418,0.7,37.165
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,36.6,34,418,0.7,37.403
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,23.3,34,418,0.7,45.934
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,23.3,34,418,0.7,45.945
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,36.6,34,418,0.7,37.442
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,36.6,34,418,0.7,37.369
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,23.3,34,836,0.7,49.917
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,23.3,34,418,0.7,45.94
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,36.6,34,418,0.7,37.065
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,36.6,34,836,0.7,38.587
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,23.3,67,418,0.7,45.91
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,36.6,34,836,0.7,38.587
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,23.3,67,418,0.7,45.91
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,23.3,67,836,0.7,49.815
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,36.6,67,418,0.7,37.113
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,23.3,67,836,0.7,49.815
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,36.6,67,418,0.7,37.113
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,36.6,67,836,0.7,38.445
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,23.3,67,418,0.7,45.924
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,36.6,67,836,0.7,38.445
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,23.3,67,418,0.7,45.924
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,23.3,67,836,0.7,49.814
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,36.6,67,418,0.7,37.163
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,23.3,67,836,0.7,49.814
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,36.6,67,836,0.7,38.443
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,36.6,67,418,0.7,37.163
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,36.6,67,836,0.7,38.443
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,23.3,34,418,0.7,45.936
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,23.3,34,836,0.7,49.823
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,23.3,34,418,0.7,45.936
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,23.3,34,836,0.7,49.823
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,36.6,34,418,0.7,37.061
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,334,36.6,34,836,0.7,38.614
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,36.6,34,418,0.7,37.061
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,334,36.6,34,836,0.7,38.614
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,23.3,34,418,0.7,45.935
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,23.3,34,836,0.7,49.823
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,23.3,34,418,0.7,45.935
0,1,0,0,0.7,17,0.4,34,3,167,-33,86,667,23.3,34,836,0.7,49.823
0,1,0,0,0.7,17,0.4,34,3,167,-33,43,667,36.6,34,418,0.7,37.069
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,36.6,34,418,0.7,37.065
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,23.3,34,836,0.7,49.867
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,667,23.3,34,418,0.7,45.945
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,23.3,34,836,0.7,49.867
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,667,23.3,34,418,0.7,45.945
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,36.6,34,836,0.7,38.59
0,1,0,0,0.7,9,0.4,34,3,167,-33,86,334,36.6,34,418,0.7,37.061
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,36.6,34,836,0.7,38.59
0,1,0,0,0.7,9,0.4,34,3,167,-33,43,334,36.6,34,418,0.7,37.061
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,23.3,67,418,0.7,45.912
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,23.3,67,836,0.7,49.778
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,36.6,67,418,0.7,37.411
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,23.3,67,836,0.7,49.778
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,36.6,34,418,0.7,37.41
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,23.3,67,418,0.7,45.913
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,36.6,34,836,0.7,39.658
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,23.3,67,418,0.7,45.924
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,23.3,67,836,0.7,49.787
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,36.6,67,418,0.7,37.436
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,23.3,67,836,0.7,49.787
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,36.6,67,418,0.7,37.411
0,1,0,0,0.7,9,0.4,34,3,167,34,43,334,36.6,67,836,0.7,39.427
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,23.3,67,418,0.7,45.925
0,1,0,0,0.7,9,0.4,34,3,167,34,86,334,36.6,67,836,0.7,39.427
0,1,0,0,0.7,17,0.4,34,3,167,34,43,334,23.3,34,836,0.7,49.522
0,1,0,0,0.7,17,0.4,34,3,167,34,86,334,23.3,34,418,0.7,45.82
0,1,0,0,0.7,17,0.4,34,3,167,34,86,334,23.3,34,836,0.7,49.522
0,1,0,0,0.7,17,0.4,34,3,167,34,43,334,36.6,34,418,0.7,37.44
0,1,0,0,0.7,9,0.4,34,3,167,34,43,667,36.6,67,836,0.7,39.558
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,36.6,67,418,0.7,37.436
0,1,0,0,0.7,9,0.4,34,3,167,34,86,667,36.6,67,836,0.7,39.558
0,1,0,0,0.7,17,0.4,34,3,167,34,43,334,23.3,34,418,0.7,45.823
0,1,0,0,0.7,17,0.4,34,3,167,34,43,334,36.6,34,836,0.7,39.691
0,1,0,0,0.7,17,0.4,34,3,167,34,86,334,36.6,34,418,0.7,37.451
0,1,0,0,0.7,17,0.4,34,3,167,34,86,334,36.6,34,836,0.7,39.691
0,1,0,0,0.7,9,0.4,34,6,167,34,86,334,36.6,34,418,0.7,37.465
0,1,0,0,0.7,9,0.4,34,6,167,34,43,334,36.6,34,836,0.7,39.686
0,1,0,0,0.7,9,0.4,34,6,167,34,43,667,23.3,34,418,0.7,45.929
0,1,0,0,0.7,9,0.4,34,6,167,34,86,334,36.6,34,836,0.7,39.686
0,1,0,0,0.7,9,0.4,34,6,167,34,86,667,23.3,34,418,0.7,45.931
0,1,0,0,0.7,9,0.4,34,6,167,34,43,667,23.3,34,836,0.7,49.927
0,1,0,0,0.7,9,0.4,34,6,167,34,86,667,23.3,34,836,0.7,49.927
0,1,0,0,0.7,17,0.4,34,6,167,-33,86,667,36.6,67,418,0.7,37.18
0,1,0,0,0.7,17,0.4,34,6,167,-33,43,667,36.6,67,836,0.7,38.884
0,1,0,0,0.7,9,0.4,34,6,167,34,43,334,23.3,34,418,0.7,45.923
0,1,0,0,0.7,17,0.4,34,6,167,-33,86,667,36.6,67,836,0.7,38.884
