label,fault,system,error,use,model,toler,method,detect,network,test,softwar,propos,base,defect,algorithm,control,paper,data,correct,diagnosi,techniqu,design,approach,result,present,applic,perform,analysi,simul,power,time,process,develop,circuit,effect,code,gener,distribut,comput,new,measur,implement,failur,current,reliabl,bas,scheme,oper,high,improv,Title
0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To Send or Not to Send: An Empirical Assessment of Error Reporting Behavior
0,9,2,0,0,7,0,5,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Study on 3D Modeling Method of Faults Based on GTP Volume
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Column parity and row selection (CPRS): a BIST diagnosis technique for multiple errors in multiple scan chains
0,0,3,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Identifying security bug reports via text mining: An industrial case study
0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Feedforward correction of the pulsed circularly polarizing undulator at the Advanced Photon Source
0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Modeling of Multi-Finger SiGe HBTs and the Error Metrics of the Large Signal Model Performances
0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,A compact 3.5/5.5 GHz dual band-notched monopole antenna for application in UWB communication systems with defected ground structure
0,3,0,0,0,0,0,2,3,0,1,0,0,4,0,1,0,1,0,0,0,5,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,Experimental study of inter-laminar core fault detection techniques based on low flux core excitation
0,3,1,0,3,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,3,0,1,2,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Improving Model-Based Gas Turbine Fault Diagnosis Using Multi-Operating Point Method
0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,6,1,0,2,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,Research on active power factor correction based on PDC control
0,0,0,6,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,Reliable JPEG 2000 wireless imaging by means of error-correcting MQ coder
0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,Fast high-level fault simulator
0,9,1,0,1,0,0,2,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,Fault Identification in Transformers through a Fuzzy Discrete Event System Approach
0,3,0,0,1,0,0,3,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Just-in-time statistical process control for flexible fault management
0,6,2,3,3,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,A study of the accurate fault location system for transmission line using multi-terminal signals
0,2,2,0,0,4,0,4,0,2,0,0,2,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Research on Neural Network Integration Fusion Method and Application on the Fault Diagnosis of Automotive Engine
0,0,0,4,1,3,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Model-based information extraction method tolerant of OCR errors for document images
0,5,0,0,0,0,0,3,0,1,0,0,0,6,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Rolling element bearings fault classification based on SVM and feature evaluation
0,4,0,0,0,0,0,5,0,1,0,0,0,5,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Roller bearings fault diagnosis based on LS-SVM
0,0,4,0,1,0,0,5,0,0,0,0,2,1,0,0,4,2,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,Corrective control strategies in case of infeasible operating situations
0,3,0,0,0,0,0,2,0,0,0,0,2,3,0,1,0,1,0,0,3,1,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,Signal decomposition and fault diagnosis of a SCARA robot based only on tip acceleration measurement
0,3,0,0,0,0,0,1,1,0,8,0,3,0,0,0,0,0,3,0,0,0,3,0,1,1,2,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Scan Testing for Complete Coverage of Path Delay Faults with Reduced Test Data Volume Test Application Time and Hardware Cost
0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,2,0,0,1,1,0,Research and Implementation of Fault-Tolerant Computer Interlocking System
0,0,0,5,1,0,0,5,0,0,0,0,0,1,0,4,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,The Method of Error Controlling on the Vectorization of Dot Matrix Image
0,4,0,3,0,4,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,LUT error modeling based on implicit cube-distance errors
0,7,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,A New Weak Fault Component Reactance Distance Relay Based on Voltage Amplitude Comparison
0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noise Makers Need to Know Where to be Silent  Producing Schedules That Find Bugs
0,0,0,7,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Research on Errors Compensation of Novel Parallel Coordinate Measuring Machine
0,4,1,1,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,A fault tolerant signal processing computer
0,0,0,0,1,0,0,0,0,2,0,0,2,3,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fault-tolerant algorithm based on multi-resolution of haar wavelets in opportunistic networks
0,5,0,0,3,2,0,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fault-tolerant wormhole routing in torus networks with overlapped block faults
0,4,3,0,1,1,0,4,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Fault-tolerant routing in meshes/tori using planarly constructed fault blocks
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,1,2,0,0,0,1,3,0,1,1,0,0,0,7,0,0,1,0,0,0,2,0,0,0,2,1,1,Improved design and system approach of a three phase inductive HTS fault current limiter for a 12 kVA synchronous generator
0,6,4,0,1,0,0,1,3,0,1,3,0,0,0,0,0,0,1,0,4,0,2,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Application of CI-Based Virtual Instrument in Gear Fault Diagnosis
0,5,1,1,2,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,Fault location in transmission lines using one-terminal postfault voltage data
0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,Mobile TV using scalable video coding and layer-aware forward error correction
0,4,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown input-proportional integral observer for singular systems: Application to fault detection
0,2,0,0,1,0,0,2,2,3,1,0,2,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Utilization of matched pulses to improve fault detection in wire networks
0,0,0,0,0,2,0,0,0,0,7,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,Defect coverage of boundary-scan tests: what does it mean when a boundary-scan test passes?
0,6,4,1,3,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,1,1,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Wavelet transform based power transmission line fault location using GPS for accurate time synchronization
0,11,0,3,3,1,0,1,4,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low-cost on-line fault detection using control flow assertions
0,0,1,3,2,1,0,0,0,4,0,0,0,1,0,0,2,0,1,3,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Analysis of a Simple Feedback Scheme for Error Correction over a Lossy Network
0,4,8,0,2,4,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,A complex fault-tolerant power system simulation
0,8,8,0,0,2,0,3,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mode Identification of Hybrid Systems in the Presence of Fault
0,0,0,0,2,3,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Tunable Bandstop Defected Ground Structure Resonator Using Reconfigurable Dumbbell-Shaped Coplanar Waveguide
0,0,0,2,1,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Evaluation of several Efron bootstrap methods to estimate error measures for software metrics
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Evanescent Field Absorption Sensor in Aqueous Solutions using a Defected-core Photonic Crystal Fiber
0,0,6,8,2,2,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,A system for 3D error visualization and assessment of digital elevation models
0,5,2,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,A DSP-based FFT-analyzer for the fault diagnosis of rotating machine based on vibration analysis
0,5,4,0,1,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Fault Diagnosis Expert System Based on VXI Bus for Communication Circuit Board
0,0,0,0,1,0,0,5,0,0,0,0,1,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Online Automatic Method for Correction of Piezoelectric Scanner
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Flyboost power factor correction cell and its applications in single-stage AC-DC converters
0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,Enhanced fault ride-through scheme and coordinated reactive power control for DFIG
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A Novel Self-Correction Differential Active Pixel Sensor
0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A novel self-organizing neural network for defect image classification
0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Compact Microstrip Quasi-Elliptic Bandpass Filter Using Open-Loop Dumbbell Shaped Defected Ground Structure
0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,A Novel Scheme to Identify Symmetrical Faults Occurring During Power Swings
0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,Network Dependability Fault-tolerance Reliability Security Survivability: A Framework for Comparative Analysis
0,2,1,0,3,9,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Induction generator model in phase coordinates for fault ride-through capability studies of wind turbines
0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An efficient postprocessor architecture for channel mismatch correction of time interleaved ADCs
0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,5,1,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,DSP implementation of predictive control strategy for power factor correction (PFC)
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,7,1,0,2,0,0,0,0,1,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,A digital power factor correction (PFC) control strategy optimized for DSP
0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,4,0,0,1,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,Design and Analysis of Three-Phase Reversible High-Power-Factor Correction Based on Predictive Current Controller
0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Electromagnetic bandgap filter with single-cell monolithic microwave integrated circuit-tuneable defect
0,2,0,0,1,0,1,1,1,3,0,0,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,An Adaptive Algorithm for Fault Tolerant Re-Routing in Wireless Sensor Networks
0,5,2,0,2,1,1,1,0,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Research on the Abrasive Water-Jet Cutting Machine Information Fusion Fault Diagnosis System Based on Fuzzy Neural Network
0,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,A Support System for Teaching Computer Programming Based on the Analysis of Compilation Errors
0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Simulation Study on the Effect of Multiple Node Charge Collection on Error Cross-Section in CMOS Sequential Logic
0,7,0,0,4,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fault location using wavelet packets
0,2,3,0,0,0,0,0,2,0,13,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,"Attacking ""bad actor"" and ""no fault found"" electronic boxes"
0,0,4,3,0,2,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Develop on feed-forward real time compensation control system for movement error in CNC machining
0,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,7,0,0,2,0,0,0,0,0,3,0,0,0,1,5,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,Three-phase capacitor-clamped converter with fewer switches for use in power factor correction
0,3,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,2,0,0,2,0,0,A fault-tolerant transactional agent model on distributed objects
0,0,0,0,2,0,0,5,0,0,0,1,3,0,0,0,0,0,1,4,0,1,0,1,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Quantitative VOI-based Analysis of Template-guided Attenuation Correction in 3D Brain PET
0,0,1,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Tropospheric correction for InSAR using interpolated ECMWF data and GPS Zenith Total Delay from the Southern California Integrated GPS Network
0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,1,1,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,An approach towards smart fault-tolerant sensors
0,0,0,0,1,5,0,4,3,0,0,1,1,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,An initial position correction and model instance selection method for AAM based face alignment
0,0,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,A nested invocation suppression framework for active replication fault-tolerant CORBA
0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,A nested invocation suppression mechanism for active replication fault-tolerant CORBA
0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Impact of channel estimation error on performance of adaptive MIMO systems
0,0,0,2,1,0,0,1,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fast mode decision for adaptive prediction error coding
0,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Analyzing fault effects in fault insertion experiments
0,0,1,2,2,0,0,0,1,5,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,Error-resilience in multimedia applications over ad-hoc networks
0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Soft Error Considerations for Multicore Microprocessor Design
0,0,1,0,3,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2,0,0,1,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The PCB defect inspection system design based on lab windows/CVI
0,1,0,1,1,0,0,1,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Neural network approach to diagnose faults in linear antenna array
0,3,3,3,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,A Clock Fault Detection Circuit for Reliable High Speed System by Time-to-Voltage Conversion
0,3,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,0,1,1,0,2,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,Fault Location in Power Transmission Lines Using a Second Generation Wavelet Analysis
0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A novel hybrid defected ground structure as low pass filter
0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,Error-free arithmetic for discrete wavelet transforms using algebraic integers
0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,Research on architecture and design principles of COTS components based generic fault-tolerant computer
0,5,0,0,1,0,0,2,0,2,0,0,1,3,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A fault diagnosis approach for roll bearing based on wavelet-SOFM network
0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,A novel high frequency pseudo noise correlator hardware design for cable fault diagnoses
0,3,1,0,2,1,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,Variable-Structure Multiple-Model Approach to Fault Detection Identification and Estimation
0,4,4,0,0,1,0,2,2,0,0,0,0,2,0,0,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Chiller Unit Fault Detection and Diagnosis Based on Fuzzy Inference System
0,11,0,6,1,0,2,0,1,0,0,1,1,1,0,0,0,1,1,1,0,2,0,1,2,1,0,0,1,0,0,0,0,0,4,3,1,1,0,0,0,0,2,1,0,1,0,0,1,2,0,Intermittent faults and effects on reliability of integrated circuits
0,9,0,1,2,5,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Fault tolerance evaluation using two software based fault injection methods
0,4,0,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FE-based equivalent Circuits for simulating transformer internal Faults
0,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Design and testing of 230 V inductive type of Superconducting Fault Current Limiter with an open core
0,0,0,0,0,3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biomechanical evaluation of unilateral maxillary defect restoration based on modularized finite element model of normal human skull
0,3,4,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown Fault Diagnosis for Nonlinear Hybrid Systems Using Strong State Tracking Particle Filter
0,1,3,0,1,0,0,0,0,2,0,1,0,0,0,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,Evolutionary algorithm EPSO helping doubly-fed induction generators in ride-through-fault
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,Distribution incipient faults and abnormal events: case studies from recorded field data
0,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A vector set partitioning noisy channel image coder with unequal error protection
0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,Receiver driven layered multicast with layer-aware forward error correction
