label,softwar,system,model,fault,test,use,qualiti,perform,data,measur,process,detect,develop,metric,predict,network,design,applic,method,base,reliabl,approach,techniqu,algorithm,estim,paper,analysi,propos,result,servic,evalu,defect,time,control,present,failur,code,studi,improv,error,program,requir,assess,effect,comput,gener,provid,architectur,bas,project,Title
0,0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,Designing high-performance and reliable superscalar architectures-the out of order reliable superscalar (O3RS) approach
0,0,3,0,8,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0,A fault tolerance infrastructure for dependable computing with high-performance COTS components
0,0,2,0,1,1,0,0,3,3,0,0,8,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benchmarking anomaly-based detection systems
0,0,1,1,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Formal modeling and analysis of atomic commitment protocols
0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,4,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Evaluation of gradient descent learning algorithms with an adaptive local rate technique for hierarchical feedforward architectures
0,1,2,2,0,0,1,4,2,0,0,5,1,0,0,2,1,3,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,2,12,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,A study in dynamic neural control of semiconductor fabrication processes
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,An analysis of a supply chain management agent architecture
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,Simplex minimisation for multiple-reference motion estimation
0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Finding faces in wavelet domain for content-based coding of color images
0,1,6,1,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Microprocessor-based busbar protection system
0,2,0,5,0,1,2,2,1,1,0,1,0,1,0,3,0,4,1,0,1,2,0,1,0,0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,Multiphysics modelling for electronics design
0,6,0,1,0,0,4,1,2,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,3,0,0,0,A comparison of using icepak and flotherm in electronic cooling
0,1,0,0,9,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1,2,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A fault locator for radial subtransmission and distribution lines
0,0,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bypass: a tool for building split execution systems
0,0,3,1,2,0,2,0,0,1,0,0,0,0,0,10,2,1,1,0,0,0,0,0,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Using idle workstations to implement predictive prefetching
0,0,3,0,1,0,0,0,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,A monitoring sensor management system for grid environments
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,Optimal and suboptimal reliable scheduling of precedence-constrained tasks in heterogeneous distributed computing
0,3,1,0,1,0,0,1,0,0,0,0,2,4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,4,0,0,0,0,1,0,0,0,How perspective-based reading can improve requirements inspections
0,1,6,0,0,0,1,1,1,2,1,1,3,1,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,Wireless communications based system to monitor performance of rail vehicles
0,6,0,2,0,0,3,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,1,1,3,0,0,0,1,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,2,A replicated assessment and comparison of common software cost modeling techniques
0,1,0,0,0,1,1,4,0,0,1,4,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,3,0,0,9,0,0,2,0,0,4,2,0,0,1,0,1,0,0,0,0,0,1,A case study in root cause defect analysis
0,2,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,Characterizing implicit information during peer review meetings
0,7,0,0,0,0,4,0,0,1,1,2,0,4,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,2,Lessons learned from teaching reflective software engineering using the Leap toolkit
0,2,0,0,0,3,1,0,0,2,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,3,Estimating software fault-proneness for tuning testing activities
0,1,1,0,0,1,2,3,1,1,0,0,1,1,0,0,0,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Automatic image event segmentation and quality screening for albuming applications
0,0,4,0,5,0,1,0,0,1,1,0,3,1,0,1,0,0,2,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Induction machine condition monitoring with higher order spectra
0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Comparative investigation of diagnostic media for induction motors: a case of rotor cage faults
0,0,8,0,0,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,Automated security checking and patching using TestTalk
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Toward the automatic assessment of evolvability for reusable class libraries
0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,System-level test bench generation in a co-design framework
0,0,1,1,5,0,1,1,0,0,0,0,0,1,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,4,0,0,0,DOORS: towards high-performance fault tolerant CORBA
0,5,0,0,0,0,1,3,0,0,1,2,6,2,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,0,0,0,7,1,1,0,0,0,0,1,0,0,2,0,5,0,4,1,0,0,0,Software product improvement with inspection. A large-scale experiment on the influence of inspection processes on defect detection in software requirements documents
0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,Scalable hardware-algorithm for mark-sweep garbage collection
0,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,New fast binary pyramid motion estimation for MPEG2 and HDTV encoding
0,0,0,0,1,0,1,0,1,4,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The use of PSA for fault detection and characterization in electrical apparatus
0,0,0,1,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,1,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,Methods based on Petri net for resource sharing estimation
0,3,0,9,0,0,3,1,0,0,0,1,0,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,A practical classification-rule for software-quality models
0,1,4,0,2,0,0,0,1,3,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Signal processing and fault detection with application to CH-46 helicopter data
0,3,4,0,4,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,Multi-agent diagnosis and control of an air revitalization system for life support in space
0,2,5,2,2,0,2,0,0,1,2,1,1,0,0,1,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,9,0,2,A reusable state-based guidance navigation and control architecture for planetary missions
0,1,3,0,1,1,1,0,1,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Protection of gate movement in hydroelectric power stations
0,2,6,0,0,0,3,0,0,0,1,0,0,2,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,An empirical investigation of an object-oriented software system
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Computer analysis of LOS microwaves links clear air performance
0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Predicting and measuring quality of service for mobile multimedia
0,1,6,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,4,0,0,0,1,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Integrating reliability and timing analysis of CAN-based systems
0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Utilizing third harmonic 100% stator ground fault protection a cogeneration experience
0,0,4,1,0,0,3,4,0,0,0,1,4,0,3,0,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Can metrics help to bridge the gap between the improvement of OO design quality and its automation?
0,2,2,0,0,0,0,4,0,0,0,1,1,2,4,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,A formal mechanism for assessing polymorphism in object-oriented systems
0,5,0,5,1,0,4,3,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,Software quality prediction using mixture models with EM algorithm
0,4,1,2,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,On the determination of an appropriate time for ending the software testing process
0,3,3,0,0,0,3,0,0,0,3,0,0,1,0,0,0,5,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Object oriented design function points
0,6,0,0,0,0,1,4,0,0,4,1,0,4,4,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Quality metrics of object oriented design for software development and re-development
0,1,0,7,0,0,4,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,The 9 quadrant model for code reviews
0,3,0,0,0,0,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Identifying key attributes of projects that affect the field quality of communication software
0,2,3,0,4,0,1,0,0,0,2,0,0,4,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inserting software fault measurement techniques into development efforts
0,8,2,2,1,2,1,0,0,0,2,1,0,2,1,1,0,2,1,0,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A phase-based approach to creating highly reliable software
0,2,0,2,1,0,4,0,0,3,0,0,0,2,0,1,0,0,2,2,0,6,1,0,0,1,1,2,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,Defect-based reliability analysis for mission-critical software
0,3,0,7,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Effort-index-based software reliability growth models and performance assessment
0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Design of an improved watchdog circuit for microcontroller-based systems
0,2,4,3,0,2,2,0,0,0,2,1,0,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,IEEE 1232 and P1522 standards
0,0,0,0,2,4,4,1,1,0,0,1,1,4,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,Using databases to streamline Test Program Set development
0,2,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,FastSplats: optimized splatting on rectilinear grids
0,0,3,0,4,2,0,0,0,0,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,0,0,3,0,0,0,Thresholds for object-oriented measures
0,4,0,6,1,2,2,0,0,0,0,2,1,1,0,1,0,0,0,4,3,3,2,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Quantitative software reliability modeling from testing to operation
0,2,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,Assessing the cost-effectiveness of inspections by combining project data and expert opinion
0,1,0,2,0,4,1,0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,Contributing to the bottom line: optimizing reliability cost schedule tradeoff and architecture scalability through test technology
0,3,1,1,0,0,1,0,0,3,1,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,How to measure the impact of specific development practices on fielded defect density
0,5,0,0,1,2,1,1,0,2,1,0,0,2,0,0,0,4,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Analyzing testability on data flow designs
0,2,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,A software falsifier
0,4,1,6,0,0,2,3,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,Improving tree-based models of software quality with principal components analysis
0,1,0,2,0,0,6,0,1,0,1,1,0,4,4,0,0,0,1,0,4,1,0,2,1,0,1,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8,1,0,0,0,6,0,0,A methodology for architectural-level risk assessment using dynamic metrics
0,4,1,7,0,0,2,4,0,3,0,1,0,2,9,1,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,On the repeatability of metric models and metrics across software builds
0,4,5,10,1,0,0,3,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Modeling fault-prone modules of subsystems
0,6,2,0,0,1,2,2,0,0,0,1,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Software reliability and maintenance concept used for automatic call distributor MEDIO ACD
0,0,1,1,0,0,3,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,Resource sharing estimation by Petri nets in PISH hardware/software co-design system
0,6,0,0,0,0,1,0,1,0,0,3,0,5,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,The feasibility of applying object-oriented technologies to operational flight software
0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,6,0,0,9,0,0,0,0,2,0,1,0,0,0,Single byte error control codes with double bit within a block error correcting capability for semiconductor memory systems
0,0,1,0,6,0,0,0,2,1,0,0,2,1,0,0,0,0,5,0,0,0,3,3,0,0,1,0,5,1,0,2,0,0,0,0,0,1,0,0,1,0,2,0,2,1,0,0,0,0,0,An experimental evaluation of the effectiveness of automatic rule-based transformations for safety-critical applications
0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,Fuzzy techniques evaluate sausage quality
0,1,2,0,0,0,2,1,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Spiral interpolation algorithms for multislice spiral CT. II. Measurement and evaluation of slice sensitivity profiles and noise at a clinical multislice system
0,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,2,0,0,"Correctly assessing the -ilities"" requires more than marketing hype"
0,4,0,3,1,3,1,0,0,0,4,0,0,1,1,5,3,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,Predicting testability of program modules using a neural network
0,2,0,1,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,Improved testing using failure cost and intensity profiles
0,4,0,3,2,0,4,0,0,1,1,0,2,1,0,0,0,2,3,0,0,1,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,Modeling the effects of combining diverse software fault detection techniques
0,0,0,8,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A statistical nonparametric methodology for document degradation model validation
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,10,4,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Pro-active QoS scheduling algorithms for real-time multimedia applications in communication system
0,1,0,0,0,1,2,0,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Design and construction of a PC-based partial discharge analyzer using FPGA
0,3,6,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,5,0,3,2,0,0,JavaSymphony: a system for development of locality-oriented distributed and parallel Java applications
0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Toward a more reliable theory of software reliability
0,0,3,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,2,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,The nonredundant error correction differential detection in soft-decision decoding
0,10,2,11,3,0,2,7,0,0,2,2,0,2,1,3,0,0,0,1,3,4,0,1,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Modeling software quality: the Software Measurement Analysis and Reliability Toolkit
0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,A genetic algorithm-based system for generating test programs for microprocessor IP cores
0,0,0,1,0,1,5,1,3,2,0,0,0,0,0,0,0,0,0,2,1,0,2,0,3,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,Transforming supervised classifiers for feature extraction
0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,VerifyESD: a tool for efficient circuit level ESD simulations of mixed-signal ICs
0,1,1,0,1,0,0,0,3,0,0,2,1,2,0,0,5,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Fault-tolerant Ethernet middleware for IP-based process control networks
0,1,7,0,0,0,0,1,6,3,1,2,1,0,0,0,12,2,1,0,0,0,0,2,0,2,0,2,0,0,0,2,0,2,4,0,0,5,0,0,0,0,0,0,0,0,4,0,2,0,0,Globecom '00 - IEEE. Global Telecommunications Conference. Conference Record (Cat. No.00CH37137)
0,1,0,0,0,0,2,1,0,1,0,0,0,0,3,1,0,0,0,4,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,Self-calibration of metrics of Java methods
0,9,3,3,0,0,2,0,0,0,0,0,0,0,4,2,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,A maintainability model for industrial software systems using design level metrics
0,1,3,0,6,0,1,0,1,0,2,0,0,1,0,0,0,1,0,3,3,0,0,4,4,5,4,0,2,5,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,An adaptive PMU based fault detection/location technique for transmission lines. II. PMU implementation and performance evaluation
0,1,0,0,1,0,1,0,0,0,4,0,6,0,0,0,7,0,0,1,1,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Detecting a network failure
0,1,1,0,0,0,2,1,3,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Monitoring behavior in home using a smart fall sensor and position sensors
0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,A domain coverage metric for the validation of behavioral VHDL descriptions
0,1,0,2,6,3,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer-aided fault to defect mapping (CAFDM) for defect diagnosis
0,5,0,0,0,0,1,0,1,1,0,0,0,3,0,3,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,2,7,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,How to predict software defect density during proposal phase
0,2,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,Empirically guided software effort guesstimation
0,2,0,1,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Web development: estimating quick-to-market software
0,5,5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,Constructions of behaviour observation schemes in software testing
0,0,6,3,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,3,0,3,2,0,0,0,0,0,0,6,0,2,4,0,0,0,0,0,2,0,0,1,0,0,1,0,0,Determining the expected time to unsafe failure
0,0,7,0,0,0,5,1,0,4,6,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,A high-assurance measurement repository system
0,5,1,10,5,0,6,1,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,Prediction of software faults using fuzzy nonlinear regression modeling
0,5,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,6,0,0,An exception handling software architecture for developing fault-tolerant software
