label,system,test,softwar,fault,model,use,detect,qualiti,data,predict,approach,applic,develop,process,servic,design,network,method,base,propos,defect,paper,techniqu,analysi,perform,reliabl,code,result,error,assess,requir,algorithm,failur,time,gener,program,case,tool,bas,present,metric,studi,evalu,measur,effect,architectur,control,improv,compon,provid,Title
0,1,0,4,6,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,2,1,2,0,0,0,2,2,0,1,0,0,2,0,0,An Evaluation of Similarity Coefficients for Software Fault Localization
0,8,0,2,1,5,0,0,0,1,3,2,0,0,0,0,0,0,0,2,1,0,1,2,2,2,1,0,3,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,A Best Practice Guide to Resources Forecasting for the Apache Webserver
0,3,0,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Verification of Intelligent Agents with ACTL for Epistemic Reasoning
0,6,0,0,1,0,0,0,1,0,2,1,2,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,A Predictive Method for Providing Fault Tolerance in Multi-agent Systems
0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,Integrating Processes of Logistics Outsourcing Risk Management in e-Business
0,0,0,5,0,6,0,1,1,0,0,3,0,1,1,0,0,0,4,0,2,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,Software Defect Content Estimation: A Bayesian Approach
0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,6,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,Security Design Patterns: Survey and Evaluation
0,5,8,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,TTCN-3 Testing of Hoorn-Kersenboogerd Railway Interlocking
0,0,1,2,0,1,3,1,1,11,0,0,7,0,2,0,2,0,1,2,0,0,2,0,3,0,0,0,1,0,2,2,0,0,1,0,0,0,2,0,0,1,0,0,0,3,0,0,1,0,2,"Uniform Crime Report """"SuperClean"""" Data Cleaning Tool"
0,1,0,1,0,1,1,0,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,Improvement in Reliability and Energy Yield Prediction of Thin-Film CdS/CdTe PV Modules
0,2,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,Semantic-Based Workflow Composition for Video Processing in the Grid
0,4,0,1,4,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Triple Modular Redundancy with Standby (TMRSB) Supporting Dynamic Resource Reconfiguration
0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,1,3,1,0,0,0,0,1,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Optimal QoS-aware Sleep/Wake Scheduling for Time-Synchronized Sensor Networks
0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,Analysis of Distributed Intelligent Agent Model for QoS Dynamic Scheme in GSM/GPRS Network
0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,New Tools for Blackout Prevention
0,3,1,0,0,10,1,0,0,0,0,2,0,7,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,Symbolic Methods for VTB Model Development
0,0,0,1,0,0,0,5,5,0,0,0,1,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,A New Method for Detection and Identification of Power Quality Disturbance
0,3,0,1,1,0,2,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,The Adaptive Detection And Application Of Weak Signal Based On Stochastic Resonance
0,0,1,4,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,Harmonization of usability measurements in ISO9126 software engineering standards
0,0,0,5,0,2,4,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2,Extending CSCM to support Interface Versioning
0,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Automated Discovery of Human Activities inside Pervasive Living Spaces
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ant Agent-Based Multicast Routing with QoS Guarantees
0,3,0,1,0,0,2,7,2,1,0,0,0,0,0,0,1,0,0,2,1,0,2,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,3,0,0,0,1,StegoBreaker: Audio Steganalysis using Ensemble Autonomous Multi-Agent and Genetic Algorithm
0,1,0,0,0,2,3,0,1,0,0,2,1,2,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Unsupervised Contextual Keyword Relevance Learning and Measurement using PLSA
0,0,0,4,2,0,3,4,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fault Detection In PCB Using Homotopic Morphological Operator
0,1,0,2,0,2,1,4,0,0,1,0,0,0,2,1,0,0,4,1,2,0,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,An Intelligent Error Detection Model for Reliable QoS Constraints Running on Pervasive Computing
0,0,0,0,5,0,3,0,0,0,0,4,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Blocking vs. Non-Blocking Coordinated Checkpointing for Large-Scale Fault Tolerant MPI
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,Parallel Genomic Sequence-Searching on an Ad-Hoc Grid: Experiences Lessons Learned and Implications
0,0,0,0,0,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Qualitative Modeling for Requirements Engineering
0,1,0,5,0,0,1,0,1,3,0,0,0,4,4,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,4,0,0,1,0,1,0,0,0,0,SPDW: A Software Development Process Performance Data Warehousing Environment
0,3,0,1,5,0,1,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bio - Inspired & Traditional Approaches to Obtain Fault Tolerance
0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,Application of Static Transfer Switch for Feeder Reconfiguration to Improve Voltage at Critical Locations
0,3,0,3,0,2,2,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,A Software Factory for Air Traffic Data
0,11,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,2,6,2,0,0,0,0,1,0,6,1,0,0,0,1,0,1,2,0,4,1,0,0,3,0,5,0,On the Use of Behavioral Models for the Integrated Performance and Reliability Evaluation of Fault-Tolerant Avionics Systems
0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multiple Description Scalar Quantization Based 3D Mesh Coding
0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2D Frequency Selective Extrapolation for Spatial Error Concealment in H.264/AVC Video Coding
0,3,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,4,1,1,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Development of Defect Classification Algorithm for POSCO Rolling Strip Surface Inspection System
0,0,1,1,3,0,1,1,0,0,0,1,0,0,0,0,1,0,7,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,A New Approach for Induction Motor Broken Bar Diagnosis by Using Vibration Spectrum
0,1,0,1,8,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,A New Topology of Fault-current Limiter and its control strategy
0,0,8,0,13,7,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,A Delay Fault Model for At-Speed Fault Simulation and Test Generation
0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,Applying Posterior Probability Support Vector Machine to Evaluate the Market Adaptability of the Product of Tourism Agency
0,7,0,0,0,0,0,0,1,0,0,0,0,4,1,1,4,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Service Quality of Information Systems
0,0,1,0,0,4,4,0,1,1,0,0,0,0,0,1,0,8,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,Traffic and Network Engineering in Emerging Generation IP Networks: A Bandwidth on Demand Model
0,0,0,2,0,0,2,0,5,0,0,0,1,2,0,0,2,0,0,0,2,0,1,0,0,1,1,0,1,0,3,0,4,0,0,0,5,0,0,0,0,2,0,1,1,0,0,5,0,0,0,Software Quality in Ladder Programming
0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A Transmission Line Unit Protection Technique Based Combination Modulus by Using Mathematical Morphology
0,1,0,1,6,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,Research of Transient Stability Margin Affected by Single-phase Reclosing
0,1,0,3,4,0,1,0,1,0,0,0,0,1,0,0,0,2,2,2,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Voltage Sag Study for a Practical Industrial Distribution Network
0,0,6,1,0,0,1,1,0,0,0,2,2,1,0,0,0,2,1,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,A Model-based Approach to the Security Testing of Network Protocol Implementations
0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,2,0,0,1,1,2,0,1,0,0,1,0,0,Forming Groups for Collaborative Learning in Introductory Computer Programming Courses Based on Students' Programming Styles: An Empirical Study
0,0,5,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2,0,5,0,8,0,1,0,0,0,0,0,0,0,1,0,0,Automated Error-Prevention and Error-Detection Tools for Assembly Language in the Educational Environment
0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,2,An experimental framework for comparative digital library evaluation: the logging scheme
0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pilot testing the DigiQUAL<sup>TM</sup> protocol: lessons learned
0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,Software Estimation- An Introdution
0,1,2,3,1,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,Building Statistical Test-Cases for Smart Device Software-An Example
0,0,0,1,0,0,2,0,1,4,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Mobile Computing instead of paper based documentation in German Rheumatology
0,0,0,7,0,6,2,0,0,0,0,0,0,3,8,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,1,1,0,0,A Proposal and Empirical Validation of Metrics to Evaluate the Maintainability of Software Process Models
0,0,0,10,0,5,4,0,1,2,4,0,1,4,0,0,3,0,0,2,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,The quality of design team factors on software effort estimation
0,1,4,2,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,1,0,0,1,1,Fault Injection-based Test Case Generation for SOA-oriented Software
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Binary Alpha-plane Assisted Motion Estimation of MPEG-4 Arbitrarily Shaped Video Objects
0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Experience-driven selective scan for 802.11 networks
0,1,0,0,8,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Fault Tolerant Job Scheduling in Computational Grid
0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,"Fault Tolerance using """"Parallel Shadow Image Servers (PSIS)"""" in Grid Based Computing Environment"
0,6,0,3,0,0,0,1,0,0,0,2,2,2,0,0,0,0,1,0,2,0,1,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,4,0,1,0,0,A Method for Detecting and Measuring Architectural Layering Violations in Source Code
0,0,0,3,0,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,24/7 Software Development in Virtual Student Exchange Groups: Redefining the Work and Study Week
0,2,0,0,5,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,The Fault Diagnosis of a Class of Nonlinear Stochastic Time-delay systems
0,3,0,1,0,1,2,2,2,0,0,0,1,4,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,Development of Intelligent Visual Inspection System (IVIS) for Bottling Machine
0,0,0,1,1,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,1,0,0,0,0,0,SNP Data Consulting Program
0,1,0,4,4,5,0,3,1,0,2,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Considering Both Failure Detection and Fault Correction Activities in Software Reliability Modeling
0,1,12,1,4,0,5,1,0,3,0,1,0,2,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,Efficient Mutant Generation for Mutation Testing of Pointcuts in Aspect-Oriented Programs
0,1,0,4,1,0,3,0,0,2,0,2,0,0,1,0,0,0,3,1,0,0,0,1,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,Assessment of Data Diversity Methods for Software Fault Tolerance Based on Mutation Analysis
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Exploiting Reference Frame History in H.264/AVC Motion Estimation
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Media Streaming via TFRC: An Analytical Study of the Impact of TFRC on User-Perceived Media Quality
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,Error and Rate Joint Control for Wireless Video Streaming
0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Detection and Interpretation of Text Information in Noisy Video Sequences
0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,4,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,NGL03-4: An Interoperability Mechanism for Seamless Interworking between WLAN and UMTS-HSDPA Networks
0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,OPN09-03: GMPLS Signaling Feedback for Encompassing Physical Impairments in Transparent Optical Networks
0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,QRP01-6: Resource Optimization Subject to a Percentile Response Time SLA for Enterprise Computing
0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,QRPp1-1: User-Level QoS Assessment of a Multipoint-to-Multipoint TV Conferencing Application over IP Networks
0,0,0,0,0,0,3,0,1,0,3,1,2,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,WLC12-5: A TDMA-Based MAC Protocol for Industrial Wireless Sensor Network Applications using Link State Dependent Scheduling
0,1,3,2,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,P2D-3 Objective Performance Testing and Quality Assurance of Medical Ultrasound Equipment
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,An integrated wired-wireless testbed for distance learning on networking
0,1,0,0,0,0,2,0,2,3,2,0,0,0,1,3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Workflow Quality of Service Management using Data Mining Techniques
0,0,0,1,0,0,2,0,1,0,4,0,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0,4,2,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Fast Mode Decision for H.264/AVG using Mode and RD Cost Prediction
0,0,2,0,0,8,2,0,6,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,1,0,0,Hiddenness Control of Hidden Markov Models and Application to Objective Speech Quality and Isolated-Word Speech Recognition
0,0,0,1,0,1,1,0,1,0,6,0,0,1,0,0,0,0,2,0,3,0,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low Complexity Scalable Video Coding
0,0,0,0,0,2,3,6,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A Distributed Fault-Tolerant Algorithm for Event Detection Using Heterogeneous Wireless Sensor Networks
0,4,0,1,2,1,1,2,0,1,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Using Data Confluences in a Distributed Network with Social Monitoring to Identify Fault Conditions
0,1,0,2,0,0,3,1,4,2,0,0,0,2,3,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Web-based colorimetric sensing for food quality monitoring
0,0,0,0,0,1,0,1,1,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,Sensor Validation within a Pervasive Medical Environment
0,2,0,1,0,0,2,0,1,6,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,The Monitoring Data Archiving Service for ATLAS
0,0,0,3,0,1,7,0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,0,4,2,1,1,0,2,0,0,1,0,0,3,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,1,Probabilistic ISOCS Uncertainty Estimator: Application to the Segmented Gamma Scanner
0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Design and Analyses on Permanent Magnet Actuator for Mining Vacuum Circuit Breaker
0,0,0,6,0,2,1,0,5,0,3,3,0,1,0,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Comparative Study of Various Artificial Intelligence Techniques to Predict Software Quality
0,10,0,1,0,8,2,0,1,2,0,1,2,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,8,0,1,0,0,0,0,0,2,0,0,5,1,The 3LGM2-Tool to Support Information Management in Health Care
0,6,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,1,0,0,1,3,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,Challenges in System on Chip Verification
0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,Debug Support for Scalable System-on-Chip
0,1,0,1,2,0,5,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,7,0,2,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,2,0,1,0,Transient Error Detection in Embedded Systems Using Reconfigurable Components
0,2,0,0,0,0,1,1,0,0,0,2,8,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Preventing Cross Site Request Forgery Attacks
0,2,0,1,5,0,1,1,0,0,2,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,A Heuristic Approach for Predicting Fault Locations in Distribution Power Systems
0,1,0,1,2,1,3,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Distribution Network Restoration Using Sequential Monte Carlo Approach
0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,The Application of the System Parameter Fusion Principle to Assessing University Electronic Library Performance
0,2,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,4,0,0,1,0,0,0,0,0,Power Quality And Harmonic Loads
0,4,1,7,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,3,1,1,0,1,0,0,0,4,0,Predicting Qualitative Assessments Using Fuzzy Aggregation
0,0,3,0,3,0,4,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Improved Assertion Lifetime via Assertion-Based Testing Methodology
