label,softwar,model,system,use,develop,process,research,engin,studi,design,project,method,paper,data,inform,manag,approach,analysi,result,requir,base,knowledg,applic,evalu,present,test,support,bas,effect,propos,perform,technolog,experi,comput,web,improv,problem,product,learn,techniqu,review,tool,provid,differ,program,estim,user,work,framework,commun,Title
0,0,0,0,2,2,0,1,1,2,0,0,0,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,An Assessment of the Currency of Free Science Information on the Web
0,1,3,0,2,0,0,6,0,0,0,0,0,3,0,2,0,1,0,2,0,3,0,7,1,0,0,2,0,0,5,0,2,0,0,0,0,1,7,0,0,1,0,1,0,0,0,1,0,0,0,An Attribute Proposal for Same Vendor Version-to-Version COTS Upgrade Decisions
0,1,0,2,1,2,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,An automated testing strategy targeted for efficient use in the consulting domain
0,7,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,An Economic Analysis of Market for Software Vulnerabilities
0,0,0,2,1,0,0,0,0,1,0,0,4,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,An Effective Method for Analyzing Intrusion Situation Through IP-Based Classification
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,An Effective Real-Parameter Genetic Algorithm with Parent Centric Normal Crossover for Multimodal Optimisation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Effective Scheduling Scheme for Information Searching with Computational Resources Scattered over a Large-Scale Network
0,0,0,10,3,0,1,0,0,0,0,0,0,1,7,0,0,0,0,1,2,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,An efficient intrusion detection system using a boosting-based learning algorithm
0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,4,0,2,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Efficient Multimodal 2D-3D Hybrid Approach to Automatic Face Recognition
0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,An E-Health Community of Practice: Online Communication in an E-Health Service Delivery Environment
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,An Elaboration on Dynamically Re-configurable Communication Protocols Using Key Identifiers
0,6,0,0,0,0,0,0,0,2,0,12,0,1,0,0,6,0,3,0,3,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,An empirical analysis of risk components and performance on software projects
0,3,2,0,4,1,0,0,0,0,1,15,0,1,3,0,1,1,2,4,1,2,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,An Empirical Approach to Characterizing Risky Software Projects Based on Logistic Regression Analysis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,An Empirical Assessment of the Perception of Computer Security between US and Korea : Focused on Rootkits
0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,"AN EMPIRICAL EVALUATION OF CLIENT -
VENDOR RELATIONSHIPS IN INDIAN
SOFTWARE OUTSOURCING COMPANIES"
0,0,7,0,4,2,0,6,0,1,0,0,0,1,1,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An empirical examination of a process-oriented IT business success model
0,1,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,1,4,0,0,0,0,0,1,3,5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,An empirical framework for comparing effectiveness of testing and property-based formal analysis
0,3,0,0,0,2,1,0,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,An empirical investigation of software reuse benefits in a large telecom product
0,0,5,0,1,1,0,4,0,4,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,An empirical investigation of the key determinants of data warehouse adoption
0,3,2,0,0,0,2,3,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,An Empirical Investigation of the Key Factors for Success in Software Process Improvement
0,7,12,1,2,1,5,1,6,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,An Empirical Process for Building and Validating Software Engineering Parametric Models
0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Empirical Research of Successful ERP Implementation Based on TAM
0,0,0,0,5,0,1,2,0,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,An empirical study of factors that affect user performance when using UML interaction diagrams
0,4,1,0,1,1,0,1,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,An Empirical Study of Open-Source and Closed-Source Software Products
0,7,0,0,3,2,0,0,1,3,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,AN EMPIRICAL STUDY OF RUN-TIME COUPLING AND COHESION SOFTWARE METRICS
0,2,0,0,0,2,6,2,6,3,0,6,0,0,0,0,3,0,0,1,7,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,An Empirical Study of the Complex Relationships between Requirements Engineering Processes and Other Processes that Lead to Payoffs in Productivity Quality and Risk Management
0,6,2,0,2,1,0,1,0,3,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,An empirical study of the effect of complexity platform and program type on software development effort of business applications
0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,An empirical study of the relationships between IT infrastructure flexibility mass customization and business performance
0,0,0,3,1,1,1,0,0,3,0,0,0,1,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Empirical Study on Business-to- Government Data Exchange Strategies to Reduce the Administrative Costs for Businesses
0,9,0,0,0,0,0,5,6,2,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Environment of Conducting Families of Software Engineering Experiments
0,2,1,1,1,0,0,0,2,2,0,0,0,1,0,1,1,1,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,An Environment to Support Large Scale Experimentation in Software Engineering
0,0,6,12,2,2,1,0,0,1,0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,An evaluation of a model-based testing method for information systems
0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,2,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,1,0,0,0,0,An Evaluation of Two Bug Pattern Tools for Java
0,4,3,1,4,0,0,0,0,0,10,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,2,0,An Evolution Model for Software Modularity Assessment
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,An experiment on the role of graphical elements in architecture visualization
0,0,0,1,0,0,0,1,0,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,2,1,0,0,An Experimental Evaluation of Information Visualization Techniques and Decision Style
0,2,5,1,6,2,0,0,2,0,0,0,1,1,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,An experimental investigation of formality in UML-based development.
0,0,0,0,5,0,0,2,0,3,2,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,An Exploratory Study of How Older Women Use Mobile Phones
0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,An Improved Platform for Medical E-Learning
0,1,0,0,4,0,0,0,1,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Infrastructure for Indexing and Organizing Best Practices
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,An Infrastructure for Mining Medical Multimedia Data
0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,5,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An initial research agenda for SCM information systems
0,0,0,0,4,2,0,0,0,3,0,0,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,An initial study in using audio-visual stimuli in e-commerce
0,2,0,0,4,3,1,3,1,5,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,"An Initial Study to Develop an Empirical Test for
Software Engineering Expertise"
0,0,5,0,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,An Integrated Framework for Meta Modeling
0,0,7,7,4,0,0,1,0,3,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,An integrated high-resolution hydrometeorological modeling testbed using LIS and WRF
0,0,0,1,1,3,5,0,0,2,0,1,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,An Integrated Methodology of Manufacturing Business Improvement Strategies
0,2,1,1,0,3,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,An integrated product development process for mobile software
0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Integrative Network Approach to Map the Transcriptome to the Phenome
0,0,1,2,1,0,0,1,0,0,4,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,An Intelligent Expert Systems' Approach to Layout Decision Analysis and Design under Uncertainty
0,1,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,An Interoperability Classification Framework for Method Chunk Repositories
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,An Investigation into E-Commerce Adoption Profile for Small and Medium-Sized Enterprises in Bury Greater Manchester UK
0,0,2,0,1,1,0,5,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,An Investigation of Dispute Resolution Mechanisms on Power and Trust: A Domain Study of Online Trust in e-Auctions
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,2,0,0,1,4,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,An Iterative Approach for Web Catalog Integration with Support Vector Machines
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An Iterative Empirical Strategy for the Systematic Selection of a Combination of Verification and Validation Technologies
0,3,0,0,1,0,7,4,0,5,0,0,0,0,0,1,6,0,1,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,An operations perspective on strategic alliance success factors - An exploratory study of alliance managers in the software industry.
0,0,4,4,3,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,"An Optimization Model for Sea Port Equipment Configuration 
Case study: Karlshamn-Klaipeda Short Sea Shipping Link"
0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,Analysing the Demand Side of E-Government: What Can We Learn From Slovenian Users?
0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,Analysis & recommendations for the management of cots: computer off the shelf-software projects
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Analysis and Comparison of Reordering for Two Factorization Methods (LU and WZ) for Sparse Matrices
0,5,0,2,2,0,0,0,0,1,0,0,1,2,0,2,0,1,1,0,0,0,1,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,Analysis of a deployed software
0,0,0,0,2,1,3,0,0,0,1,0,0,1,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Analysis of an Infant Cry Recognizer for the Early Identification of Pathologies
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,0,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,Analysis of combinatorial user effect in international usability tests
0,0,0,0,0,0,2,0,0,1,0,0,6,3,2,0,0,0,2,1,0,0,0,0,0,0,4,0,0,1,2,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Analysis of jitter due to call-level fluctuations
0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,Analysis of Mobile Commerce Performance by Using the Task-Technology Fit
0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Analysis of the influence of communication between researchers on experiment replication
0,0,3,2,0,1,0,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Analysis on Research and Application of China C2C Websites Evaluating Index System
0,2,1,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,4,1,0,0,0,1,0,0,0,6,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Analysis Testing and Re-Structuring of Web Applications
0,0,2,2,2,1,0,0,0,1,0,0,3,2,0,0,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Analyzing Demand Drivers of Enterprise Informatization Based on System Dynamics Method
0,0,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,Analyzing Differences in Operational Disease Definitions Using Ontological Modeling
0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,Analyzing Pathways Using SAT-Based Approaches
0,13,0,3,4,13,0,2,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,1,0,0,0,1,0,"Analyzing Software Artifacts Through Singular Value Decomposition to Guide Development
Decisions"
0,4,1,0,2,0,1,1,0,1,0,0,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,Anchoring and adjustment in software estimation
0,1,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Antecedents and consequences of team potency in software development projects
0,6,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,API-Based and Information-Theoretic Metrics for Measuring the Quality of Software Modularization
0,0,0,1,3,0,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Application of Time-Series Data Mining for Fault Diagnosis of Induction Motors
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,Application of Video Error Resilience Techniques for Mobile Broadcast Multicast Services (MBMS)
0,1,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Applied multi-agent systems principles to cooperating robots in tomorrow?s agricultural environment
0,0,4,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Applying Dynamic Fuzzy Model in Combination with Support Vector Machine to Explore Stock Market Dynamism
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Applying Real Options Thinking to Information Security in Networked Organizations
0,3,0,0,0,1,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,Applying Systematic Reviews to Diverse Study Types: An Experience Report
0,1,0,1,3,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,1,1,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Applying the Architecture Tradeoff Analysis Method (ATAM) to an industrial multi-agent system application
0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,Approaching OWL and MDA Through Technological Spaces
0,0,0,0,3,3,2,1,0,1,2,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,Approximate Life Cycle Assessment of Product Concepts Using a Hybrid Genetic Algorithm and Neural Network Approach
0,0,0,1,0,0,1,1,0,0,4,2,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Architecting-problems rooted in requirements
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Architectural knowledge and rationale: issues trends challenges
0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,Architecture Recovery and Evaluation Aiming at Program Understanding and Reuse
0,0,3,0,6,3,1,0,0,0,4,0,3,1,0,1,0,2,1,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,2,0,0,0,0,Artificial Neural Network Based Life Cycle Assessment Model for Product Concepts Using Product Classification Method
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AS-GC: An efficient generational garbage collector for Java application servers
0,2,3,1,0,3,1,0,2,2,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Aspect-oriented software engineering: An experience of application in a help desk system.
0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Assessing Changeability by Investigating the Propagation of Change Types
0,0,0,4,3,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Assessing Classification Accuracy in the Revision Stage of a CBR Spam Filtering System
0,0,0,3,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Assessing Cognitive Load in Adaptive Hypermedia Systems: Physiological and Behavioral Methods
0,3,1,1,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Assessing Software Product Maintainability Based on Class-Level Structural Measures
0,7,0,1,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Assessing the Relationship between Software Assertions and Faults: An Empirical Investigation
0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,Assessing the Reliability of a Human Estimator
0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Assessing The Value Of Mediators In Collaborative Business Networks
0,4,0,0,1,2,1,0,0,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,6,0,0,0,0,Assessing Uncertainty of Software Development Effort Estimates: The Learning from Outcome Feedback
0,0,0,4,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Assessment Of Collaborative Networks Structural Stability
0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Assessment of Image-Guided Interventions
0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Assessment of tailor-made prevention of atherosclerosis with folic acid supplementation: randomized double-blind placebo-controlled trials in each MTHFR C677T genotype
0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,Assimilation patterns in the use of electronic procurement innovations: a cluster analysis
0,2,0,3,3,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,Assisting Concept Assignment using Probabilistic Classification and Cognitive Mapping.
0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Atome - Binary Translation for Accurate Simulation
0,0,2,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Autobiographic Knowledge for Believable Virtual Characters
